ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダンボール,56351,36.90%,9123
緩衝材,44959,29.44%,2469
その他,24260,15.88%,3548
梱包テープ,20255,13.26%,10813
ポリエチレンシート,5206,3.41%,882
クラフト紙,1307,0.86%,480
紙管,389,0.25%,169
エアキャップ(1703削除),0,0.00%,2415
